simulation_time	physical_time	family_loads.Local_DHN.LTH.minimum_energy	
75	2019-01-04 03:00:00	0.12585154225946044	
76	2019-01-04 04:00:00	0.07191516700540597	
77	2019-01-04 05:00:00	0.13484093813513617	
78	2019-01-04 06:00:00	0.0988833546324332	
79	2019-01-04 07:00:00	0.710162274178384	
80	2019-01-04 08:00:00	0.25170308451892087	
81	2019-01-04 09:00:00	1.0787275050810894	
82	2019-01-04 10:00:00	0.17079852163783915	
83	2019-01-04 11:00:00	1.9776670926486641	
84	2019-01-04 12:00:00	0.5034061690378417	
85	2019-01-04 13:00:00	0.21574550101621787	
86	2019-01-04 14:00:00	0.12585154225946044	
87	2019-01-04 15:00:00	0.10787275050810893	
88	2019-01-04 16:00:00	0.1618091257621634	
89	2019-01-04 17:00:00	0.7551092535567626	
90	2019-01-04 18:00:00	0.9259077751946018	
91	2019-01-04 19:00:00	0.8270244205621686	
92	2019-01-04 20:00:00	0.7281410659297354	
93	2019-01-04 21:00:00	1.411335152481092	
94	2019-01-04 22:00:00	1.1596320679621712	
95	2019-01-04 23:00:00	1.9956458844000156	
96	2019-01-05 00:00:00	0.04494697937837873	
97	2019-01-05 01:00:00	0.14383033401081194	
98	2019-01-05 02:00:00	0.13484093813513617	
99	2019-01-05 03:00:00	0.12585154225946044	
100	2019-01-05 04:00:00	0.07191516700540597	
101	2019-01-05 05:00:00	0.13484093813513617	
102	2019-01-05 06:00:00	0.0988833546324332	
103	2019-01-05 07:00:00	0.710162274178384	
104	2019-01-05 08:00:00	0.25170308451892087	
105	2019-01-05 09:00:00	1.0787275050810894	
106	2019-01-05 10:00:00	0.17079852163783915	
107	2019-01-05 11:00:00	1.9776670926486641	
108	2019-01-05 12:00:00	0.5034061690378417	
109	2019-01-05 13:00:00	0.21574550101621787	
110	2019-01-05 14:00:00	0.12585154225946044	
111	2019-01-05 15:00:00	0.10787275050810893	
112	2019-01-05 16:00:00	0.1618091257621634	
113	2019-01-05 17:00:00	0.7551092535567626	
114	2019-01-05 18:00:00	0.9259077751946018	
115	2019-01-05 19:00:00	0.8270244205621686	
116	2019-01-05 20:00:00	0.7281410659297354	
117	2019-01-05 21:00:00	1.411335152481092	
118	2019-01-05 22:00:00	1.1596320679621712	
119	2019-01-05 23:00:00	1.9956458844000156	
120	2019-01-06 00:00:00	0.05393637525405447	
121	2019-01-06 01:00:00	0.14383033401081194	
122	2019-01-06 02:00:00	0.17079852163783915	
123	2019-01-06 03:00:00	0.08989395875675746	
124	2019-01-06 04:00:00	0.14383033401081194	
125	2019-01-06 05:00:00	0.1168621463837847	
126	2019-01-06 06:00:00	0.1977667092648664	
127	2019-01-06 07:00:00	0.17079852163783915	
128	2019-01-06 08:00:00	0.5393637525405447	
129	2019-01-06 09:00:00	0.35058643915135407	
130	2019-01-06 10:00:00	0.30563945977297535	
131	2019-01-06 11:00:00	1.546176090616228	
132	2019-01-06 12:00:00	1.5102185071135252	
133	2019-01-06 13:00:00	1.5281972988648767	
134	2019-01-06 14:00:00	0.6921834824270324	
135	2019-01-06 15:00:00	1.1146850885837924	
136	2019-01-06 16:00:00	0.5123955649135175	
137	2019-01-06 17:00:00	1.3214411937243344	
138	2019-01-06 18:00:00	1.1236744844594682	
139	2019-01-06 19:00:00	1.3843669648540649	
140	2019-01-06 20:00:00	0.6112789195459507	
141	2019-01-06 21:00:00	1.1506426720864955	
142	2019-01-06 22:00:00	1.087716900956765	
143	2019-01-06 23:00:00	2.0675610514054212	
144	2019-01-07 00:00:00	0.05393637525405447	
145	2019-01-07 01:00:00	0.14383033401081194	
146	2019-01-07 02:00:00	0.17079852163783915	
147	2019-01-07 03:00:00	0.08989395875675746	
148	2019-01-07 04:00:00	0.14383033401081194	
149	2019-01-07 05:00:00	0.1168621463837847	
150	2019-01-07 06:00:00	0.1977667092648664	
151	2019-01-07 07:00:00	0.17079852163783915	
152	2019-01-07 08:00:00	0.5393637525405447	
153	2019-01-07 09:00:00	0.35058643915135407	
154	2019-01-07 10:00:00	0.30563945977297535	
155	2019-01-07 11:00:00	1.546176090616228	
156	2019-01-07 12:00:00	1.5102185071135252	
157	2019-01-07 13:00:00	1.5281972988648767	
158	2019-01-07 14:00:00	0.6921834824270324	
159	2019-01-07 15:00:00	1.1146850885837924	
160	2019-01-07 16:00:00	0.5123955649135175	
161	2019-01-07 17:00:00	1.3214411937243344	
162	2019-01-07 18:00:00	1.1236744844594682	
163	2019-01-07 19:00:00	1.3843669648540649	
164	2019-01-07 20:00:00	0.6112789195459507	
165	2019-01-07 21:00:00	1.1506426720864955	
166	2019-01-07 22:00:00	1.087716900956765	
167	2019-01-07 23:00:00	2.0675610514054212	
168	2019-01-08 00:00:00	2.0675610514054212	
