Version	path	Natures	physical_time	simulation_time	RTE.price	James Bond.dissatisfaction	James Bond.money	James Bond.LVE	Essai.energy	Essai.min_energy	Essai.price	Essai.priority	Toto.energy	Toto.min_energy	Toto.price	conso_0.energy	conso_0.min_energy	conso_0.price	conso_0.priority	conso_1.energy	conso_1.min_energy	conso_1.price	conso_1.priority	conso_2.energy	conso_2.min_energy	conso_2.price	conso_2.priority	conso_3.energy	conso_3.min_energy	conso_3.price	conso_3.priority	conso_4.energy	conso_4.min_energy	conso_4.price	conso_4.priority	conso_5.energy	conso_5.min_energy	conso_5.price	conso_5.priority	conso_6.energy	conso_6.min_energy	conso_6.price	conso_6.priority	conso_7.energy	conso_7.min_energy	conso_7.price	conso_7.priority	conso_8.energy	conso_8.min_energy	conso_8.price	conso_8.priority	conso_9.energy	conso_9.min_energy	conso_9.price	conso_9.priority	prod_0.energy	prod_0.min_energy	prod_0.price	prod_1.energy	prod_1.min_energy	prod_1.price	prod_2.energy	prod_2.min_energy	prod_2.price	prod_3.energy	prod_3.min_energy	prod_3.price	prod_4.energy	prod_4.min_energy	prod_4.price	prod_5.energy	prod_5.min_energy	prod_5.price	prod_6.energy	prod_6.min_energy	prod_6.price	prod_7.energy	prod_7.min_energy	prod_7.price	prod_8.energy	prod_8.min_energy	prod_8.price	prod_9.energy	prod_9.min_energy	prod_9.price	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 03:43:36.876398	10	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 04:43:36.876398	11	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 05:43:36.876398	12	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 06:43:36.876398	13	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 07:43:36.876398	14	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 08:43:36.876398	15	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 09:43:36.876398	16	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 10:43:36.876398	17	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 11:43:36.876398	18	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 12:43:36.876398	19	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 13:43:36.876398	20	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 14:43:36.876398	21	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 15:43:36.876398	22	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
0.0	./Results/Case_29_03_2019-17_43_36	dict_keys(['LVE'])	2019-03-30 16:43:36.876398	23	0	0	0	contrat classique	1	0	0	1	1	0	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
